circ,circ_hash,circ_key,ori_latency,merged_latency,grape_res,1q_count,2q_count
"     ┌───┐┌───┐┌───┐┌───┐
q_0: ┤ X ├┤ X ├┤ H ├┤ T ├
     └───┘└─┬─┘├───┤└───┘
q_1: ───────■──┤ T ├─────
               └───┘     ",e30dcaee196af3f2c8e0f6af39340f8ea79fc93116f0b8b446a99b784554c026,"[[ 0.71  0.71  0.    0.    0.    0.    0.    0.  ]
 [-0.5   0.5   0.    0.   -0.5   0.5   0.    0.  ]
 [ 0.    0.    0.5   0.5   0.    0.    0.5   0.5 ]
 [ 0.    0.    0.    0.    0.    0.    0.71 -0.71]]",27.0,13.5,<quantum_optimal_control.core.run_session.run_session object at 0x00000239F8B5AEC8>,3,1
"     ┌───┐┌───┐     ┌───┐     
q_0: ┤ X ├┤ X ├──■──┤ T ├─────
     └───┘└─┬─┘┌─┴─┐├───┤┌───┐
q_1: ───────■──┤ X ├┤ H ├┤ T ├
               └───┘└───┘└───┘",19f005c15c8a9a921b0e3995e2f31f8a375f8fa09c1cd93335adc429df0754de,"[[ 0.    0.71  0.71  0.    0.    0.    0.    0.  ]
 [ 0.5   0.    0.    0.5   0.5   0.    0.    0.5 ]
 [ 0.    0.5  -0.5   0.    0.    0.5  -0.5   0.  ]
 [ 0.    0.    0.    0.   -0.71  0.    0.    0.71]]",40.5,15.5,<quantum_optimal_control.core.run_session.run_session object at 0x00000239ED267BC8>,3,2
"          ┌───┐┌───┐┌───┐
q_0: ──■──┤ X ├┤ T ├┤ X ├
     ┌─┴─┐└─┬─┘├───┤└─┬─┘
q_1: ┤ X ├──■──┤ T ├──■──
     └───┘     └───┘     ",09cddbdbb3fe1217d30350184be098a65b7513afb71e7afff65ea8d8d53aa254,"[[1.   0.   0.   0.   0.   0.   0.   0.  ]
 [0.   0.   0.   0.71 0.   0.   0.   0.71]
 [0.   0.   0.   0.   0.   0.   1.   0.  ]
 [0.   0.71 0.   0.   0.   0.71 0.   0.  ]]",41.5,11.5,<quantum_optimal_control.core.run_session.run_session object at 0x00000239FB13FEC8>,1,3
"          ┌───┐          
q_0: ──■──┤ X ├──■───────
     ┌─┴─┐└─┬─┘┌─┴─┐┌───┐
q_1: ┤ X ├──■──┤ X ├┤ T ├
     └───┘     └───┘└───┘",ce10fa05879f4eb480c882c25fbebcffd1a7728c85dc1b89edda546382b87de6,"[[1.   0.   0.   0.   0.   0.   0.   0.  ]
 [0.   0.   1.   0.   0.   0.   0.   0.  ]
 [0.   0.71 0.   0.   0.   0.71 0.   0.  ]
 [0.   0.   0.   0.71 0.   0.   0.   0.71]]",41.5,19.0,<quantum_optimal_control.core.run_session.run_session object at 0x00000239F8900808>,1,3
"               ┌───┐┌───┐
q_0: ──■────■──┤ X ├┤ T ├
     ┌─┴─┐┌─┴─┐└─┬─┘├───┤
q_1: ┤ X ├┤ X ├──■──┤ T ├
     └───┘└───┘     └───┘",11f6e5838913ce648e921883ac11aefd8064deff18e2f007aa7e6ed918c86f43,"[[1.   0.   0.   0.   0.   0.   0.   0.  ]
 [0.   0.71 0.   0.   0.   0.71 0.   0.  ]
 [0.   0.   0.   0.71 0.   0.   0.   0.71]
 [0.   0.   0.   0.   0.   0.   1.   0.  ]]",41.5,11.5,<quantum_optimal_control.core.run_session.run_session object at 0x00000239ED0C0D88>,1,3
"     ┌───┐┌───┐
q_0: ┤ X ├┤ X ├
     └───┘└─┬─┘
q_1: ───────■──
               ",07952eded2d7886103e4dcee7605d8523f26be8327c14b8c0c3abebd7aa1d861,"[[0. 1. 0. 0. 0. 0. 0. 0.]
 [1. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 1. 0. 0. 0. 0. 0.]
 [0. 0. 0. 1. 0. 0. 0. 0.]]",20.0,12.5,<quantum_optimal_control.core.run_session.run_session object at 0x00000239E0A1C488>,1,1
"                    
q_0: ──■────────────
     ┌─┴─┐┌───┐┌───┐
q_1: ┤ X ├┤ X ├┤ T ├
     └───┘└───┘└───┘",4374966131a1699a0704b18f2c2d858cf611d74538bf93512d78576e69da9f94,"[[0.   0.   1.   0.   0.   0.   0.   0.  ]
 [0.   1.   0.   0.   0.   0.   0.   0.  ]
 [0.71 0.   0.   0.   0.71 0.   0.   0.  ]
 [0.   0.   0.   0.71 0.   0.   0.   0.71]]",21.0,14.5,<quantum_optimal_control.core.run_session.run_session object at 0x00000239E1D12808>,2,1
"     ┌───┐     
q_0: ┤ X ├──■──
     └───┘┌─┴─┐
q_1: ─────┤ X ├
          └───┘",545c99e97e35854da8d7d9f281208f700ac7fbac3d33b5c5ea88bc6a9e94cb64,"[[0. 1. 0. 0. 0. 0. 0. 0.]
 [0. 0. 1. 0. 0. 0. 0. 0.]
 [0. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 0. 0. 0. 0. 0.]]",20.0,11.5,<quantum_optimal_control.core.run_session.run_session object at 0x00000239FF8C5748>,1,1
"          ┌───┐┌───┐
q_0: ──■──┤ T ├┤ X ├
     ┌─┴─┐├───┤└─┬─┘
q_1: ┤ X ├┤ T ├──■──
     └───┘└───┘     ",1bf3be04c59709d3967d8da51f15c6ac4d67ebae7929d01a1fd91403d10be2fe,"[[1.   0.   0.   0.   0.   0.   0.   0.  ]
 [0.   0.   0.   0.71 0.   0.   0.   0.71]
 [0.   0.   0.   0.   0.   1.   0.   0.  ]
 [0.   0.   0.71 0.   0.   0.   0.71 0.  ]]",28.0,13.5,<quantum_optimal_control.core.run_session.run_session object at 0x000002391072DB88>,1,2
"               ┌───┐
q_0: ──■────■──┤ T ├
     ┌─┴─┐┌─┴─┐├───┤
q_1: ┤ X ├┤ X ├┤ T ├
     └───┘└───┘└───┘",817b564bcc2aa5e704550abecebdfe197664b345f5ed8cb585a9fc14599277c1,"[[1.   0.   0.   0.   0.   0.   0.   0.  ]
 [0.   0.71 0.   0.   0.   0.71 0.   0.  ]
 [0.   0.   0.71 0.   0.   0.   0.71 0.  ]
 [0.   0.   0.   0.   0.   0.   0.   1.  ]]",28.0,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x00000239FBC7CE48>,1,2
"               ┌───┐┌───┐
q_0: ──■────■──┤ H ├┤ T ├
     ┌─┴─┐┌─┴─┐├───┤└───┘
q_1: ┤ X ├┤ X ├┤ T ├─────
     └───┘└───┘└───┘     ",9656343bd477d55991ff07b1c8fe7af2da4ce0d406c5fca17970c3dc2a9deb52,"[[ 0.71  0.71  0.    0.    0.    0.    0.    0.  ]
 [ 0.5  -0.5   0.    0.    0.5  -0.5   0.    0.  ]
 [ 0.    0.    0.5   0.5   0.    0.    0.5   0.5 ]
 [ 0.    0.    0.    0.    0.    0.    0.71 -0.71]]",34.0,5.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A04A23948>,2,2
"               
q_0: ──■───────
     ┌─┴─┐┌───┐
q_1: ┤ X ├┤ X ├
     └───┘└───┘",f026d687a879f88d5e84768c5d718b6922f376baa71da9840a68155040ba9dc5,"[[0. 0. 1. 0. 0. 0. 0. 0.]
 [0. 1. 0. 0. 0. 0. 0. 0.]
 [1. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 1. 0. 0. 0. 0.]]",20.0,12.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A00C32CC8>,1,1
"                              
q_0: ──■──────────────────────
     ┌─┴─┐┌───┐┌───┐┌───┐┌───┐
q_1: ┤ X ├┤ H ├┤ X ├┤ H ├┤ T ├
     └───┘└───┘└───┘└───┘└───┘",d52b232e92f34ae1e32876ca04708ff6cd3d0e8833d0d399f70d7482b027ff48,"[[ 1.    0.    0.    0.    0.    0.    0.    0.  ]
 [ 0.    0.    0.    1.    0.    0.    0.    0.  ]
 [ 0.    0.   -0.71  0.    0.    0.   -0.71  0.  ]
 [ 0.   -0.71  0.    0.    0.   -0.71  0.    0.  ]]",33.0,13.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A08D07348>,4,1
"          ┌───┐┌───┐     
q_0: ──■──┤ H ├┤ T ├─────
     ┌─┴─┐├───┤├───┤┌───┐
q_1: ┤ X ├┤ X ├┤ H ├┤ T ├
     └───┘└───┘└───┘└───┘",eb36c8c1fb675d4dd4790c6ad93ea7e15a7cd0e1fab551a9082345ce85d57e6e,"[[ 0.5   0.5   0.5   0.5   0.    0.    0.    0.  ]
 [ 0.35 -0.35  0.35 -0.35  0.35 -0.35  0.35 -0.35]
 [-0.35  0.35  0.35 -0.35 -0.35  0.35  0.35 -0.35]
 [ 0.    0.    0.    0.   -0.5  -0.5   0.5   0.5 ]]",27.0,12.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A0EA7ACC8>,3,1
"          ┌───┐          
q_0: ──■──┤ T ├──────────
     ┌─┴─┐├───┤┌───┐┌───┐
q_1: ┤ X ├┤ X ├┤ H ├┤ T ├
     └───┘└───┘└───┘└───┘",a102e70c7f203a40d2ce2c9ea0b59d2378a28c29ba5364a4a7e1ea4caffc095a,"[[ 0.71  0.    0.71  0.    0.    0.    0.    0.  ]
 [ 0.    0.5   0.    0.5   0.    0.5   0.    0.5 ]
 [-0.5   0.    0.5   0.   -0.5   0.    0.5   0.  ]
 [ 0.    0.    0.    0.    0.    0.71  0.   -0.71]]",27.0,12.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A0DA17E88>,3,1
"          ┌───┐┌───┐┌───┐
q_0: ──■──┤ X ├┤ T ├┤ X ├
     ┌─┴─┐├───┤└───┘└─┬─┘
q_1: ┤ X ├┤ T ├───────■──
     └───┘└───┘          ",59bdbc5c83d160653362b3fce32f5e31d2e681f2122fd091ab2ef303d832b022,"[[0.   0.   0.   1.   0.   0.   0.   0.  ]
 [0.71 0.   0.   0.   0.71 0.   0.   0.  ]
 [0.   0.   0.   0.   0.   0.   1.   0.  ]
 [0.   0.71 0.   0.   0.   0.71 0.   0.  ]]",34.5,14.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A029460C8>,2,2
"          ┌───┐┌───┐
q_0: ──■──┤ X ├┤ T ├
     ┌─┴─┐└───┘└───┘
q_1: ┤ X ├──────────
     └───┘          ",563e93c5c10e4c8dfecbc0cbbadfce731d1730a746636171bd62edc8f25140fa,"[[0.   0.   0.   1.   0.   0.   0.   0.  ]
 [0.71 0.   0.   0.   0.71 0.   0.   0.  ]
 [0.   1.   0.   0.   0.   0.   0.   0.  ]
 [0.   0.   0.71 0.   0.   0.   0.71 0.  ]]",21.0,13.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A06C95088>,2,1
"          ┌───┐
q_0: ──■──┤ X ├
     ┌─┴─┐├───┤
q_1: ┤ X ├┤ T ├
     └───┘└───┘",05753efa66e127f0f1b7df78979948e3a52e9956319f095050e3b2cb0e6c591e,"[[0.   0.   0.   1.   0.   0.   0.   0.  ]
 [1.   0.   0.   0.   0.   0.   0.   0.  ]
 [0.   0.71 0.   0.   0.   0.71 0.   0.  ]
 [0.   0.   0.71 0.   0.   0.   0.71 0.  ]]",20.0,11.5,<quantum_optimal_control.core.run_session.run_session object at 0x00000239FFB0BF08>,1,1
"          ┌───┐┌───┐┌───┐
q_0: ──■──┤ X ├┤ H ├┤ T ├
     ┌─┴─┐├───┤└───┘└───┘
q_1: ┤ X ├┤ T ├──────────
     └───┘└───┘          ",0a945bd2abcc15ee0bcb95c6620b4ca76b57fbb900fb41b92d7edef1cef8b223,"[[ 0.71  0.    0.    0.71  0.    0.    0.    0.  ]
 [-0.5   0.    0.    0.5  -0.5   0.    0.    0.5 ]
 [ 0.    0.5   0.5   0.    0.    0.5   0.5   0.  ]
 [ 0.    0.    0.    0.    0.    0.71 -0.71  0.  ]]",27.0,11.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A04BDE4C8>,3,1
"                    ┌───┐     
q_0: ──■─────────■──┤ T ├─────
     ┌─┴─┐┌───┐┌─┴─┐├───┤┌───┐
q_1: ┤ X ├┤ X ├┤ X ├┤ H ├┤ T ├
     └───┘└───┘└───┘└───┘└───┘",2e70d3d8538a86e3944aaff949ce795829171a659b8a60d9cb311543bb6c2d54,"[[ 0.71  0.    0.71  0.    0.    0.    0.    0.  ]
 [ 0.    0.5   0.    0.5   0.    0.5   0.    0.5 ]
 [-0.5   0.    0.5   0.   -0.5   0.    0.5   0.  ]
 [ 0.    0.    0.    0.    0.   -0.71  0.    0.71]]",40.5,5.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A058D2048>,3,2
"     ┌───┐┌───┐┌───┐
q_0: ┤ X ├┤ X ├┤ T ├
     └───┘└─┬─┘├───┤
q_1: ───────■──┤ T ├
               └───┘",fdfa76e7c40e76d0c6cb63218ded03d7b22a60c8504d7a133dcc659d6e24b49b,"[[0.   1.   0.   0.   0.   0.   0.   0.  ]
 [0.71 0.   0.   0.   0.71 0.   0.   0.  ]
 [0.   0.   0.71 0.   0.   0.   0.71 0.  ]
 [0.   0.   0.   0.   0.   0.   0.   1.  ]]",21.0,12.5,<quantum_optimal_control.core.run_session.run_session object at 0x00000239109F0CC8>,2,1
"          ┌───┐┌───┐┌───┐
q_0: ──■──┤ X ├┤ H ├┤ T ├
     ┌─┴─┐└───┘└───┘└───┘
q_1: ┤ X ├───────────────
     └───┘               ",69f8c4acfd861d4b6c85fb890884b195cc48aca0d1f13b0df98ef3e105e39c2e,"[[ 0.71  0.    0.    0.71  0.    0.    0.    0.  ]
 [-0.5   0.    0.    0.5  -0.5   0.    0.    0.5 ]
 [ 0.    0.71  0.71  0.    0.    0.    0.    0.  ]
 [ 0.    0.5  -0.5   0.    0.    0.5  -0.5   0.  ]]",27.0,11.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A0C804D48>,3,1
"          ┌───┐     ┌───┐
q_0: ──■──┤ T ├─────┤ X ├
     ┌─┴─┐├───┤┌───┐└─┬─┘
q_1: ┤ X ├┤ X ├┤ T ├──■──
     └───┘└───┘└───┘     ",df57d6dab83613c69dc5613cce14d62aea4bd82b8da0f0a4c2ae0fa52ea9057b,"[[0.   0.   1.   0.   0.   0.   0.   0.  ]
 [0.   0.71 0.   0.   0.   0.71 0.   0.  ]
 [0.   0.   0.   0.   0.   0.   0.   1.  ]
 [0.71 0.   0.   0.   0.71 0.   0.   0.  ]]",34.5,16.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A0CACBD08>,2,2
"                    
q_0: ──■────■───────
     ┌─┴─┐┌─┴─┐┌───┐
q_1: ┤ X ├┤ X ├┤ T ├
     └───┘└───┘└───┘",41b18a3befeac5ca57f59fdc07500ac69f90bd955bffc035d37698cf97177f63,"[[1.   0.   0.   0.   0.   0.   0.   0.  ]
 [0.   1.   0.   0.   0.   0.   0.   0.  ]
 [0.   0.   0.71 0.   0.   0.   0.71 0.  ]
 [0.   0.   0.   0.71 0.   0.   0.   0.71]]",28.0,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A06480988>,1,2
"     ┌───┐┌───┐┌───┐
q_0: ┤ X ├┤ T ├┤ X ├
     ├───┤├───┤└─┬─┘
q_1: ┤ X ├┤ T ├──■──
     └───┘└───┘     ",08ef502ee1ab64978cb27ff4ede32256d8206609cd329f0119be8455c3f57499,"[[0.   0.   0.   1.   0.   0.   0.   0.  ]
 [0.   0.   0.71 0.   0.   0.   0.71 0.  ]
 [0.   0.   0.   0.   1.   0.   0.   0.  ]
 [0.   0.71 0.   0.   0.   0.71 0.   0.  ]]",21.0,12.5,<quantum_optimal_control.core.run_session.run_session object at 0x00000239F8978988>,2,1
"          ┌───┐
q_0: ──■──┤ X ├
     ┌─┴─┐└───┘
q_1: ┤ X ├─────
     └───┘     ",c18375bc003e6de3366e7094383122cf6fcc373a44194fa2af2b33dfc0fb4713,"[[0. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 0. 0. 0. 0. 0. 0.]
 [0. 1. 0. 0. 0. 0. 0. 0.]
 [0. 0. 1. 0. 0. 0. 0. 0.]]",20.0,12.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A16204D08>,1,1
"     ┌────────────┐
q_0: ┤ RZ(375.62) ├
     └────────────┘",042e6fe1c9112cacc1c6981cd91162dd03edad355a219251ecef6df33848ae8b,"[[ 0.78  0.    0.63  0.  ]
 [ 0.    0.78  0.   -0.63]]",2.5,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A63477B08>,1,0
"     ┌────────────┐
q_0: ┤ RZ(598.08) ├
     └────────────┘",82e6f7743591676958180b70f252610193e24efd2618cd2dd502bb4e980803b5,"[[-0.83  0.    0.56  0.  ]
 [ 0.   -0.83  0.   -0.56]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A756B2188>,1,0
"     ┌─────────────┐
q_0: ┤ RZ(-598.08) ├
     └─────────────┘",c38d83333e62c137f33fb327a4750090de4b89ca8eb9f33b36d44947725cc47a,"[[-0.83  0.   -0.56  0.  ]
 [ 0.   -0.83  0.    0.56]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A77515988>,1,0
"     ┌───┐┌────────────┐┌────────────┐┌───┐               ┌───┐┌────────────┐
q_0: ┤ H ├┤ RZ(375.62) ├┤ RZ(598.08) ├┤ X ├───────────────┤ X ├┤ RZ(598.08) ├
     ├───┤├────────────┤└────────────┘└─┬─┘┌─────────────┐└─┬─┘└───┬───┬────┘
q_1: ┤ X ├┤ RZ(598.08) ├────────────────■──┤ RZ(-598.08) ├──■──────┤ H ├─────
     └───┘└────────────┘                   └─────────────┘         └───┘     ",1cd4f1d5f643941d42145b72fa60deb23a23ecf2e67c12f33755ed2543693fe3,"[[ 0.44  0.44  0.44  0.44 -0.24 -0.24 -0.24 -0.24]
 [ 0.44 -0.44  0.44 -0.44  0.24 -0.24  0.24 -0.24]
 [-0.44 -0.44  0.44  0.44  0.24  0.24 -0.24 -0.24]
 [-0.44  0.44  0.44 -0.44 -0.24  0.24  0.24 -0.24]]",44.5,6.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A78D2A148>,5,2
"     ┌───┐┌────────────┐     ┌─────────────┐                   
q_0: ┤ X ├┤ RZ(598.08) ├──■──┤ RZ(-598.08) ├──■────────────────
     └───┘└────────────┘┌─┴─┐└─────────────┘┌─┴─┐┌────────────┐
q_1: ───────────────────┤ X ├───────────────┤ X ├┤ RZ(598.08) ├
                        └───┘               └───┘└────────────┘",66bb62a5b44bcac75e031625fa561119c036c47fa48dd649b7bd0c9d03c9436b,"[[ 0.   -0.83  0.    0.    0.    0.56  0.    0.  ]
 [-0.83  0.    0.    0.    0.56  0.    0.    0.  ]
 [ 0.    0.    0.   -0.83  0.    0.    0.   -0.56]
 [ 0.    0.   -0.83  0.    0.    0.   -0.56  0.  ]]",38.0,6.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A762AFBC8>,4,2
"     ┌───┐┌────────────┐     ┌─────────────┐         ┌───┐     
q_0: ┤ X ├┤ RZ(598.08) ├──■──┤ RZ(-598.08) ├──■──────┤ H ├─────
     └───┘└────────────┘┌─┴─┐└─────────────┘┌─┴─┐┌───┴───┴────┐
q_1: ───────────────────┤ X ├───────────────┤ X ├┤ RZ(598.08) ├
                        └───┘               └───┘└────────────┘",930ae06307ba7c945adc31c42afb0410210fbdc56f3f0d8b373ba08be1e1db63,"[[-0.59 -0.59  0.    0.    0.39  0.39  0.    0.  ]
 [ 0.59 -0.59  0.    0.   -0.39  0.39  0.    0.  ]
 [ 0.    0.   -0.59 -0.59  0.    0.   -0.39 -0.39]
 [ 0.    0.    0.59 -0.59  0.    0.    0.39 -0.39]]",42.5,5.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A77164E88>,4,2
